Text,true_label,predicted_label
guddoomiyaha aqalka sare cabdi xaashi cabdullaahi ayaa khudbad ka jeediyay munaasabad lagu xusayay 70 sano guuradii ka soo wareegtay xorriyadda china oo maanta lagu qabtay muqdisho wuxuu sheegay in soomaaliya iyo shiinaha u dhaxeeya xiriir weyn oo taageerto shiinaha u siisay soomaaliya wuxuu sidoo kale sheegay in shiinaha ay soomaaliya ka fulisay mashaariic waa weyn oo ay ka mid yihiin wadooyinka isku xira soomaaliya gudoomiyaha ayaa xusay in ay muhiim tahay in dib loo soo celiyo xiriirkii weynaa ee ka dhaxeeya shiinaha iyo dowladda soomaaliya si loo maalgaliyo kaabayeyaasha dhaqaallaha,AI,HUMAN
madaxweynaha jamhuuriyadda federaalka soomaaliya mudane xasan sheekh maxamuud ayaa hambalyo u diray haweenka soomaaliyeed meel kasta oo ay joogaan munaasabadda 8da maarso awgeed ee maalinta haween weynaha caalamka madaxweynaha ayaa sheegay in haweenka soomaaliyeed ay door wax ku ool ah ka soo qaateen horumarka dalka iyagoo safka horey kaga jirey halgankii xornimadoonka dib u heshiisiinta ummadda nabadeynta wax soo saarka iyo horumarka dhinacyadiisa kala duwan cidna ma dafiri karto doorka shariifka ah ee haweenka soomaaliyeed xuquuqda haweenkuna waxay ku caddahay quraanka kariimka waxaan sannadkan ugu bishaareynayaa in markii ugu horeysey la dhaqan gelin doono qoondada ay ku leeyihiin baarlamaanka oo ah boqolkiiba 30  iyagoo sidoo kale heli doona tixgelin qeybaha kala duwan ee adeegyada dowladda iyo bulshada madaxweynaha waxaa uu sheegay in si bulsho horumar u gaarto ay lagama maarmaan tahay in haweenku ay helaan xuquuqdooda oo dhameystiran sida waxbarashada caafimaadka iyo adeegyada kale ee muhiimka ah madaxweyne xasan sheekh maxamuud ayaa sidoo kale xusay in dowladda soomaaliya si buuxda u taageersan tahay qaybna ay ka tahay ololaha ururka midowga afrika ee dhimista ama yareynta hooyooyinka naftooda ku waaya xiliga dhalmada accelerated reduction of maternal mortality in africa carmma  adeegyadeenii caafimaad inkastoo aanay weli gaarin heerkii laga rabey hadana horumar la taaban karo ayaa jira oo dalka qeybihiisa kala duwan waxaa ka furan xarumo lagu daryeelo haweenka iyo dhallaanka dowladduna waxay dadaal ugu jirta in la helo adeegyo caafimaad oo tayo leh dhanka nabadgelyada ayaa madaxweynaha waxaa uu sheegay in haweenku ay kaalin wanaagsan ka qaataan nabadeynta iyo sugidda ammaanka iyagoo qeyb ka ah ciidammada kala duwan ee qalabka sida waxaana uu ku booriyey inay meesha ka sii wadaan la shaqeynta iyo taageerada laamaha amniga ee dalka,HUMAN,AI
abu dhabi 29 qof oo isugu soo haray kama dambeysta ayaa loo doortay inay u tartamaan abaalmarinta tamarta mustaqbalka ee zayed oo ah abaalmarinta caalamiga ah ee imaaraadka carabta ee hormuudka ka ah tamarta iyo waaritaanka xayeysiisyo xubnaha xeerbeegtida ayaa qiimeyn doona soo gudbinta kama dambaysta ah ee tartamayaasha oktoobar 29 ka dibna xaflad abaalmarin ah ayaa dhici doonta janaayo 18 2016 inta lagu jiro todobaadka joogtada ah ee abu dhabi ee sanadlaha ah si loogu dhawaaqo guuleystayaasha kama dambaysta ah dr sultan ahmad al jaber wasiiru dowlaha imaaraadka carabta iyo agaasimaha guud ee abaalmarinta tamarta mustaqbalka ee zayed ayaa yiri kani wuxuu ahaa sanad rikoor jabinaya abaalmarinta tamarta mustaqbalka ee zayed taas oo markhaati u ah hoggaanka ay muujisay imaaraadka carabta ee raadinta xalalka muddada dheer ee dabooli doona caqabadaha cimilada iyo tamarta mustaqbalka kobaca sii socda wuxuu xoojinayaa saameynta abaalmarinta ee dhiirigelinta iyo abaalmarinta halabuurka adduunka iyo abuurista dhaqaale aqooneed oo xooggan oo la wadaago si taas loo gaaro habka qiimeyntayadu wuxuu door muhiim ah ka ciyaaraa hubinta in abaalmarintu aysan sii wadi doonin oo keliya inay awood siiso laakiin sidoo kale lagu ixtiraamo adduunka oo dhan abaalmarinta tamarta mustaqbalka ee zayed waxaa aasaasay hoggaanka imaaraadka carabta si loogu sharfo joogtaynta deegaanka bulshada iyo dhaqaalaha oo uu u ololeeyay aabihii aasaasay qaranka shaikh zayed bin sultan al nahyan saddex ka mid ah kuwa ugu dambeeya ee ka qayb galaya labada qaybood ee shirkadaha weyn iyo sidoo kale kuwa ganacsiga yaryar iyo kuwa dhexe smes ayaa la horgeyn doonaa xeerbeegtida si loo tixgeliyo afar ka mid ah kuwa ugu dambeeya ayaa ku biiri doona qaybta ururada aan faaiido doonka ahayn npo guddiga cusub ee dugsiyada sare ee caalamiga ah ayaa soo xulay saddex mashruuc oo ay soo jeediyeen dugsiyadu mid kasta oo ka mid ah gobollada afrika ameerika aasiya iyo oceania iyo laba ka socda gobolka yurub si loo qiimeeyo dhammaadka oktoobar guddiga xulashada ayaa sidoo kale soo bandhigay shan musharax oo kama dambeys ah oo ku guuleysan kara abaalmarinta guusha nolosha magacyada gaaray marxaladda ugu dambeysa ee qiimeynta ee qaybta shirkadaha weyn waa byd iberdrola iyo infosys shirkadaha yaryar iyo kuwa dhexe smes smefunds greenlight planet ama off grid electric ayaa lagu dhawaaqi doonaa inay ku guuleysteen toddobaadka joogtada ah ee abu dhabi bisha janaayo qaybta ururada aan faaiido doonka ahayn npo waxaa jira afar qof oo kama dambeys ah kopernik ururka horumarinta snv netherlands solaraid iyo hayadda adeegyada reer miyiga tani waxay sidoo kale ahayd sannadkii ugu horreeyay ee guddiga dugsiyada sare ee caalamiga ah ay isugu yimaadaan oktoobar 45 guddigu wuxuu isku raacay 14 ka mid ah kuwa ugu dambeeya ee ka soo qayb galay dugsiga sare ee caalamiga ah dugsiga mfantsipim ghana dugsiga sare ee sos hg shaikh soomaaliya iyo dugsiga sayniska iyo teknolojiyadda ee abaarso soomaaliya ayaa gaaray kama dambeysta dugsiga sare ee manuel picasuti bolivia dugsiga sare ee farsamada xirfadlayaasha juanacatlán conalep131 mexico iyo institucion educativa gabriel plazas colombia ayaa ku tartamaya kuwa kama dambaysta ah ee ka soo jeeda gobolka aasiya waa mahindra united world college of india royal college sri lanka iyo korea science academy of kaist laga soo bilaabo yurub kuwa ugu dambeeya waxaa ka mid ah belvedere college ireland iyo schuelerforschungszentrum suedwuerttemberg jarmalka marka laga hadlayo gobolka oceania dugsiga sare ee cashmere new zealand dugsiga sare ee huonville australia iyo xarunta tababarka rural rural vanuatu waxaa qiimeyn doona xeerbeegtida,HUMAN,AI
xidiga spain ee arsenal santi cazorla ayaa sheegay inuu u saxiixi doono heshiis cusub haddii kooxdiisa loosoo bandhigo inkastoo qandaraaskiisa dhacayaan xagaagaan waxa uu aad ugu faraxsan yahay arsenal laakiin laba jeer lala xiriirinayay inuu u dhaqaaqayo atletico madrid cazorla oo sheegay in atletico madrid ay koox cajiib ah oo ay simeone sameynayo waxoogaa wanaagsan wuxuu dhihi karaa in mustaqbalkiisa yahay arsenal halkan ayaan ku faraxsanahay waxaan saxiixi doonaa qandaraas cusub ayuu sheegay,AI,HUMAN
wargeyska heraldo ayaa shaaciyay wariyaha ku saabsan gabadh brazil ah oo si yaab leh u liqday taleefankeedii taas oo dhakhaatiirta dalkaasi ay si guul leh uga hawlgaleen si ay uga saaraan caloosha kadib dadaallo dheer oo qaliineed gabadha oo la yiraahdo adriana andrade oo tiimaadda lagu tiriyaa 19 jir ayaa si kedis ah u liqday taleefankeedii markii wiilkii ay la xidhiidhneed uu codsaday inuu eego fariimaha iyo wada hadaladii ku jiray adriana oo doonaysay inay qarsato waxa taleefanku ku jiraa ayay isla markiiba u liqday taas oo halis weyn u keentay nolosheeda adriana ayaa nafsadeed u sharraxday goaankaas iyada oo tiri waxaan u maleeyey in xidhiidhkayagu xumanaayo hadduu akhristo waraaqaha ku jiray taleefankayga taasina waxay noo geli lahayd dhaawac sidoo kale waxay caddaysay inay goaansatay inay sii waddo xidhiidhkaas iyada oo u diyaar garoobaysa inay ugu badheedho waxa kasta oo ay ku kacdo ugu dambayntiina dhakhaatiirta brazil ayaa si waxtarsan u dhammaystay hawsha adag ee qaliinka waxayna awood u yeesheen in taleefanka laga soo saaro caloosha adriana sidaasna caafimaadkeedii loo soo celiyay,AI,HUMAN
ugaas yuusuf ugaas xasan ugaas khaliif ugaas rooble oo noqonaya ugaaskii 21aad ee beesha xawaadle ayaa maanta lagu caanoshubay deegaanka daharro ugaas oo ka tirsan magaalada halgan ee gobolka hiiraan ugaas yuusuf ayaa badalaya aabbihii ugaas xasan ugaas khaliif oo muqdisho ku geeriyeeday bishii febraayo 2021,HUMAN,AI
tani waa dhacdo run ah oo ku timid gabar soomaaliyeed oo hargeysa ku noolayd gabar wadaad ah oo aad u xishood badan waxaa qisadeeda ka soo baxay maansooyin iyo heeso dhowr ah jacaylku waa hiil eebbe u geliyay biniaadamka oo dhan laakiin qof waliba si gaar ah ayuu ula kulmaa qaar wuu ka gaadhsiiyaa waxay doonayeen qaar kalena wuxuu uga tagaa xanuun aan marnaba laga bogsan suugaanyahannada iyo qoraayaasha soomaalida badankood jacaylka  hadduu guulaystay ama fashilmay  ayay maansooyinkooda ku daabacaan suaasha caanka ah ee ah maxay jacaylku yahay waxaa si kooban ugu jawaabay abwaan saalax qaasim waa macaan amba waa qaraar kolba waa siduu kugu soo maro haddana aan ku sii socono dulucda sheekada waa arrin adag inaad jeclaato qof aanad la jeclayn sidoo kalena waa mid adag qofka wax jecel inuu diido sidaa awgeed waxaan halkan kaga soo bandhigi doonnaa sheeko dhab ah oo ka hadlaysa gabar soomaaliyeed oo jecel wiil aan isaguna u jeclayn,AI,HUMAN
dadka ku nool uk iyo caalamka oo dhan ayaa ka falcelinaya geerida boqorad elizabeth ii iyadoo la sameeyay jadwal si taxadar leh loo qorsheeyay lana xiriira munaasabadaha rasmiga ah uuna si goonni ah u soo bixi doono ayaa haddana dhimashada boqoradda waxay saameyn weyn ku yeelan doontaa nololmaalmeedka uk faahfaahinta inteeda badan waa in la xaqiijiyo laakiin halkan waxaan idinkula wadaageynaa waxa la filayo ma jiri doontaa maalin fasax qaran ah aaska ayaa la filayaa in lagu qabto westminster abbey qiyaastii toban ilaa 11 maalin gudahood iyadoo taariikhda uu xaqiijin doono qasriga buckingham waxay u badan tahay in lagu dhawaaqo maalin fasax qaran ah laakiin tan waxaa xaqiijin doona qasriga iyo dowladda haddii fasaxa lagu dhawaaqo dugsiyada waa la xirayaa ilaa hadda ma cadda inay gabi ahaanba xiri doonaan xilligaas ka hor waaxda waxbarashada iyo maamullada la sameeyay ayaa laga filayaa inay talo soo saaraan ma jiri doonaan munaasabado meesha laga saarayo ciyaaraha loo qorsheeyay jimcaha ayaa inta badan la baajiyay oo ay ku jiraan ciyaaraha horyaalka kubbadda cagta ee ingiriiska iyo kubbadda cagta waqooyiga ireland waxaa kaloo dib loo dhigay tartamada baabuurta iyo baaskiillada waxaan sidoo kale jiri doonin cayaaraha golfka marxaladda lixaad ee tartanka baaskiilka ee britain oo lagu waday in qabto jimcaha ayaan sidoo kale dhici doonin ballanqaadyadii bbcda ee khamiista iyo jimcaha ee madaddaallada ahaa waa la joojiyay bandhigyada masraxyada ee uk ayaa la filayaa inay sii socdaan iyadoo la ilaalinayo aamusnaanta halka daqiiqo ah shaqojoojinta tareennada iyo boostada ma sii socon doonaan ururka tareennada badda iyo gaadiidka rmt ayaa ku dhawaaqay in shaqojoojinta la qorsheeyay ee 15ka iyo 17ka sebtember la joojin doonoâ iyadoo la xushmeynayo boqoradda ururka shaqaalaha ayaa sidoo kale joojiyay shaqojoojin la qorsheeyay bisha sebtembar shaqojoojintii boostada ee jimcaha ayaa sidoo kale waxaa joojiyay ururka shaqaalaha isgaarsiinta cwu ma jiri doonaan adeegyo kale oo xusuus ah ka hor aaska waxaa jimcaha maanta ah ka dhici doona kaniisadda st pauls cathedral kulan xus ah oo ay ka soo qeyb galayaan raysul wasaaraha iyo wasiirro kale oo sarsare sababtoo ah boqoraddu waxay ku dhimatay scotland naxashkeeda waxaa la geynayaa st giles cathedral ee edinburgh dadweynaha waxaa laga yaabaa in loo oggolaado maalmo kaddib naxashka ayaa markaas kaddib la geyn doonaa london halkaas oo boqollaal kun oo qof loo oggolaan doono muddo afar maalin ah inay ku booqdaan westminster hall calanka midowga ayaa laga dejin doonaa xarumaha dowladda ilaa subaxda ka dambeysa maalinta aaska calanka si buuxda ayaa dib loogu soo celin doonaa muddo 24 saacadood ah oo ka billaabanaysa 1da xilliga duhurnimo ee maalinta sabtida si ay u calaamadiyaan ku dhawaaqista boqor charles jimcaha maanta ah dhawaqa gambaleelka ayaa abaalmarin doona boqoradda gaar ahaan westminster abbey st pauls cathedral iyo windsor castle waxaa boqoradda lagu sharfi doonaa 96 xabbadood oo lagu xusayo sanad kasta oo nolosheeda ka mid ahaa waxaana laga ridi doonaa hyde park iyo meelo kale,HUMAN,AI
jaamacadda jaamacadda muqdisho waxay ogeysiineysaa dhammaan ardayda iska diiwaangelisay barnaamijka tababarka macallinimo ee kulliyadda waxbarashada in imtixaanka oggolaanshaha uu dhici doono haddii alle idmo talaadada 22062010 saacadda 0900 subaxnimo imtixaanka waxaa lagu qabanayaa xarunta kulliyadda waxbarashada ee jaamacadda faahfaahin dheeraad ah kala xiriir tel 002521858479  002525932454  002521223433 fax 002521216820 email mailto web  maxamed xaaji xuseen hiiraan online mailto muqdisho soomaaliya,AI,HUMAN
madaxweynaha koonfur galbeed cabdi casiis xasan maxamed ayaa maanta muqdisho kula kulmay wakiilka qaramada midoobay ee soomaaliya ambassador james swan xilli uu socday shirka iskaashiga caalamiga ah ee soomaaliya kulanka ayaa lagu xaajooday arrimaha amniga dhammaystirka dastuurka iyo hormarinta deegaannada dowlad goboleedka koonfur galbeed madaxweynaha ayaa uu wehlinayey agasimaha guud ee madaxtooyada ibraahim cabduqaadir maxamed iyo wakiilka koonfur galbeed ee unugga deeqaha soomaaliya,AI,HUMAN
haweeney 73 sano jir ah oo deggen gobolka andhra pradesh ee koonfurta hindiya ayaa dhashay laba gabdhood oo mataano ah dhakhaatiirta ayaa sheegay in uurku ku yimid bacrimin caafimaad iyadoo shahwada ninkeeda lagu geliyay ilmagaleenkeeda dhakhaatiirtu waxay bbcda u sheegeen in hooyada iyo labada gabdhoodba ay caafimaad qabaan mangayamma yaramati oo ah hooyada mataanaha ayaa sheegtay in iyada iyo seygeeda oo 82 jir ah ay muddo dheer rajeynayeen inay carruur yeeshaan hase yeeshee aysan hore ugu guuleysan noloshayda farxad weyn ayay ii tahay ayuu yiri seygeeda sitarama rajarao oo la hadlay bbcda wax yar kadib dhalashada carruurta maalin kadib ayuu ku dhacay xanuunka istaroogga stroke waxaana lagu daweynayaa isbitaal markii la weydiiyay cidda kori doonta carruurta haddii ay wax ku dhacaan ayuu ku jawaabay wax walba alle ayaa gacanta ku haya wixii qoranina way dhacayaan lamaanahan oo aan hore carruur u dhalin ayaa sheegay in dhalashada mataanuhu ay ka saartay culeyskii iyo hadalladii ay bulshada kala kulmi jireen yaramati waxay sheegtay in marar badan loogu yeeri jiray haweeney aan carruur lahayn taasoo dhaawac nafsi ah ku reebtay iyada iyo seygeeda waxaan isku daynay inaan carruur helno waxaanan la kulannay dhakhaatiir badan balse way noo suurtageli weyday hadda oo aan helnay tani waa farxadda ugu weyn ee noloshayda ayay tiri labada gabdhood ayaa ku dhashay qalliin maadaama dada hooyadu ay sareyso taasoo dhakhaatiirtu u arkaan hab caadi ah sannadkii 2016 ayay sidoo kale hindiya ka dhacday dhacdo la mid ah markaas oo haweeney 70 jir ah ay dhashay wiil,AI,HUMAN
shir looga hadlay mustaqbalka bangiyada islaamka oo lagu qabtay malaysia axad may 27 2012  shir ballaaran oo looga hadlayay mustaqbalka bangiyada islaamka ayaa lagu qabtay magaalada shah alam ee gobolka selangor ee dalka malaysia shirkan oo ay soo qabanqaabisay jaamacadda caalamiga ah ee almadinah almadinah international university ayaa lagu qabtay xarunta libraryga ummada ee selangor public library of selangor iyadoo ay kasoo qeyb galeen aqoonyahanno khubaro dhinaca maaliyadda ah madax bangiyo masuuliyiin jaamacadeed iyo arday ka kala socotay xarumaha waxbarasho ee dalka malaysia jaamacadda caalamiga ah ee almadinah ayaa ka mid ah jaamacadaha ay dhigtaan tirada badan ee ardayda soomaaliyeed ee waxbarashada u doonta dalka malaysia jaamacaddan waxaa wax ka barta boqolaal arday oo ka kala yimid dalal kala duwan waxaana qeyb weyn ka ah ardayda soomaaliyeed oo tiradooda lagu qiyaasayay in ay u dhexeyso 100 ilaa 150 arday kuwaas oo ku kala jira qeybaha kala duwan ee waxbarashada jaamacadda shirka oo diiradda lagu saarayay horumarinta iyo mustaqbalka bangiyada islaamka ayaa ahaa mid muddo dheer loo diyaarinayay ujeeddada ugu weyn ee kulankan ayaa ahayd in la is dhaafsado aqoon waayoaragnimo iyo cilmibaaris la xiriirta nidaamka maaliyadeed ee islaamka gaar ahaan sida bangiyada islaamiga ah ay ugaalin uga qaadan karaan horumarinta dhaqaalaha dunida waxaa shirka kasoo qeyb galay madax iyo khubaro ka kala socotay hayado iyo shirkado muhiim ah oo ku lug leh dhinacyada waxbarashada maaliyadda iyo caymiska waxaa ka mid ahaa wakiillo ka socday shirkadda excellence international for educational  promotional services bangiga alrajhi bangiyada islaamiga ah ee malaysia bangiga dhexe ee malaysia bank negara malaysia hayadda aqoonsiga waxbarashada malaysia shirkadaha takaful iyo caymiska iyo xubno ka socday ururka bangiyada malaysia sidoo kale waxaa ka qeyb galay aqoonyahanno iyo khubaro ku takhasusay bangiyada islaamka lataliyeyaal maaliyadeed shaqsiyaad ku xeel dheer dhaqaalaha iyo masuuliyiin ka socotay jaamacadaha iyo kulliyadaha kala duwan ee dalka malaysia shirka waxaa hadal furitaan ah ka jeediyey dr cabdulqaadir maxamed cismaan cabdiboqor oo ahaa bare soomaaliyeed oo wax ka dhiga kulliyadda maamulka iyo dhaqaalaha ee jaamacadda almadinah isla markaana ahaa xiriiriyaha guud ee shirka wuxuu ka hadlay muhiimadda ay leedahay in la sameeyo dood cilmiyeedyo ku saabsan bangiyada islaamka iyo kaalinta ay ku leeyihiin dhaqaalaha casriga ah waxaa sidoo kale khudbado muhiim ah ka jeediyey madaxda sare ee jaamacadda almadinah oo uu ka mid ahaa prof dr mohammed bin khalifah altamimi oo ahaa madaxa jaamacadda waxaa iyaduna hadashay madam mastura bint hajji mohamed oo madax ka ahayd libraryga ummada ee selangor halka registrarka jaamacadda dr khalid mohamed idriss uu ka bixiyey warbixin ku saabsan jaamacadda iyo howlaha waxbarasho ee ay qabato fadhigii ugu horreeyey ee shirka waxaa guddoomiye ka ahaa prof dr ahmed ibrahim abushouk oo ka socday machadka mideynta ummadda islaamka halka qoraaga iyo diiwaanhayaha fadhiga rapporteur uu ahaa prof ir dr wan mahmood wan ab majid intii uu socday fadhigaas ayaa lagu soo bandhigay waraaqo cilmiyeedyo conference papers ay diyaariyeen aqoonyahanno sameeyey baaritaanno ku saabsan dhinacyada kala duwan ee bangiyada islaamka waxaa ka mid ahaa prof dr kamal mohd towfiq hattab oo ahaa ku xigeenka madaxa jaamacadda ee dhinaca waxbarashada dr abdussalam ismail onagun oo ka socday bangiga dhexe ee malaysia assist prof dr omar mohammed idris oo wax ka dhiga dhowr jaamacadood iyo asst prof dr saeed ahmed saleh faraj oo ahaa madaxa waaxda cilmibaarista iyo horumarinta ee jaamacadda almadinah fadhigii labaad ee shirka waxaa guddoominayay prof dr kamal mohd towfiq hattab qeybtan waxaa lagu soo bandhigay waraaqo cilmiyeedyo kale oo si qoto dheer uga hadlay arrimaha la xiriira bangiyada islaamka iyo caqabadaha horyaalla mustaqbalka nidaamkan maaliyadeed waxaa ka hadlay dr salman zaidan oo ahaa madaxa kulliyadda maamulka iyo dhaqaalaha dean of faculty of finance and administrative sciences taas oo ahayd kulliyadda hormuudka ka ahayd qabanqaabada shirka waxa kale oo soo bandhigay cilmibaarisyo dr adewale abdideen adeyemi oo ka socday jaamacadda caalamiga ah ee islaamiga ah ee malaysia iium dr mubarak munssour ebodey oo ahaa ku xigeenka madaxa kulliyadda maamulka iyo dhaqaalaha ee jaamacadda almadinah iyo dr abdisalam a hussein malla oo ahaa bare soomaaliyeed oo ka tirsanaa isla kulliyaddaas sidoo kale waxaa waraaq cilmiyeed soo bandhigay dr mohammed alkhawlani oo ka mid ahaa macallimiinta kulliyadda maamulka iyo dhaqaalaha ee jaamacadda almadinah doodihii iyo cilmibaarisyadii la soo bandhigay ayaa xoogga saaray muhiimadda bangiyada islaamka fursadaha ay leeyihiin iyo sida loo horumarin karo adeegyada maaliyadeed ee waafaqsan shareecada islaamka kadib markii la soo bandhigay waraaqihii cilmiyeedka waxaa loo furay ka qeybgalayaasha fursad ay suaalo ku weydiiyaan khubaradii iyo aqoonyahannadii shirka ka hadlay waxaa sidoo kale la sameeyey falanqeyn iyo talooyin ku saabsan qodobbadii laga hadlay iyadoo dadkii kasoo qeyb galay ay ka qeyb qaateen doodda iyo isweydaarsiga fikradaha ugu dambeyn shirka ayaa lagu soo gabagabeeyey munaasabad lagu maamuusay aqoonyahannadii iyo khubaradii soo bandhigay cilmibaarisyada iyo sidoo kale maamulka iyo guddigii soo qabanqaabiyey kulanka waxaa la guddoonsiiyey shahaadooyin sharaf dadkii ka qeyb qaatay diyaarinta iyo hirgelinta shirka kulankan ayaa noqday mid muhiim u ah kobcinta fahamka bangiyada islaamka iyo isku xirka aqoonyahannada hayadaha maaliyadeed iyo xarumaha waxbarashada waxa uu sidoo kale muujiyey doorka ay jaamacadaha iyo cilmibaaristu ku leeyihiin horumarinta nidaamyada dhaqaale ee ku saleysan mabaadida islaamka iyadoo malaysia ay ka mid tahay dalalka hormuudka u ah horumarinta bangiyada islaamiga ah,AI,HUMAN
