Text,true_label,predicted_label
dayrinayaa xaaladda caafimaad 3ruux dhaawacmay qaraxii dhacay kismaayo gaarsiiyay muqdisho dadkii dhaawaca qaaday kismaayo hadlay goobjoog fm tilmaamay xaalka dadku yashay mud gurmad baahan garoonka diyaaradaha aadan cadde muqdisho maanta dajiyay dhaawacyadan waxyeeloobay qarax ismiidaamin jimcihii dhacay guriga kismaayo deganyahay iftiin xasan baastodhammaan daawacyada jiifiyay isbitaalka madiina halkaas dabiibayo dhaawacmay xaaska iftiin xasan baasto dhinacyadii kol diriray kismaayo xarunta jubbada hoose qaraxii dhacay kismaayo geeriyooday todobo qofood caruur dhalay iftiin xasan baasto,HUMAN,AI
kooxda kubadda cagta tottenham dhisan ingiriiska dooneysa saxiixato jesse lingard heshiis 30 milyan ginni jose mourinho doonaya midoobo lingard aaminsan noolayn xirfadiisa ciyaareed tababare jose mourinho dadaal horumarin kooxdiisa tegay kooxda real madrid,HUMAN,AI
yaraan rayid dilay 11 dhaawacayo weerar adeegsaday gaari walxa qarxa buuiyay dhacay waqooyigagalbeed siiriya weerarkaani gaariga adeegsaday qarxay goob dadku taal jinderes taal afrin qaraxa sababay khasaare hantiyeed 30 socday ololaha argagixisada turkiga pkk muuqda awooda kooxdaani saamayn kuleh suuriya janaayo 2018 turkiga bilaabay hawlgal milatari weyn olive branch ujeedada tirtirayo afrin,HUMAN,AI
guddoomiyaha shirkadda isgaarsiinta hormuud soomaaliya axmed maxamuud yuusuf guuleystay abaalmarinta cxo cxo xafladda tiknoolajiyadda afrika 2023 abaalmarinta bandhigga teknolojiyadda afrika dabaaldeg xusayo shaqada qabtay qaaradda qaado xirnaanta teknolojiyadda helitaanka halabuurka abaalmarinta cxo sharfayaa madaxda sare madaxda sare saraakiisha sare tiknoolajiyadda ctos saraakiisha sare macluumaadka cios qaabeeya mustaqbalka tiknoolajiyadda afrika keena aragti cad saabsan muuqaalka ganacsi xawli beddelaya axmed yuusuf guuleystay safka hoggaamiyeyaasha warshadaha wanaagsan yasser shaker madaxa shirkadda orange egypt dejan kastelic madaxa shirkadda vodacom group abaalmarintani aqoonsanayso hoggaanka gaarka mudane yuusuf muujineysaa hoggaankiisa heerka sare dadaalka waxqabadkiisa cajiibka kordhiyay warshadaha isgaarsiinta bulshada soomaaliya hoggaamiye aragtidheer axmed maxamuud yuusuf guddoomiyaha shirkadda isgaarsiinta hormuud door muhiim ciyaaray shirkadda isgaarsiinta hormuud dhigi shirkadda isgaarsiinta weyn soomaaliya hoggaankiisa aragtida fog koobna gacan geystay guusha shirkadda xoog horseed horumarka dhaqaale soomaaliya hoggaaminayay hormuud telecom qaadday xirka soomaaliya rakibtay adeegyada 2 3 4g hormuud barnaamijyada fintech hubisay soomaali helo awood iibsado bandhigtay evc plus muujinaya farxadiisa helay abaalmarinta mudane maxamuud nuuxnuuxsaday baahida qabo wado shaqada adag bandhigo awoodaha ayaan faraxsanahay sharaf ayaan helo abaalmarintan baahanahay wadno shaqada adag tusno awoodno mahadcelinayaa kooxdayda aqoonsigan mustaqbalka soomaaliya tignoolajiyada yiri maxamuud baxsan ganacsiga ballanqaadka bulshada shirkadda isgaarsiinta hormuud hoggaaminayo mudane yuusuf gudubtaa doorkeeda noqoto bixiye adeeg hormuud adeegyada moobaylka internetka shirkaddu firfircoon qaybgashaa mashaariic samafal taageerto bulshada kafaalaqaadka ardayda soomaaliyeed dibaddaba dheer hormuud heellan qaybgalka xaaladaha degdegga horumarinta nolosha danyarta soomaaliya shirkaddu heshay abaalmarino mutaysatay ballanqaadkeedii aaddanaa masuuliyadda bulshada guuleysatay abaalmarinta gsma mobile money global mobile glomo changing lives award abaalmarinta cxo aqoonsi guulaha axmed yuusuf dabaaldegga shirkadda isgaarsiinta hormuud goan halabuurka horumarinta bulshada qaabeynta muuqaalka tiknoolajiyadda soomaaliya annagoo ammaanayna mudane yuusuf sharaftan mudan rajeyneynaa aragno guusha joogtada saameynta wanaagsan hormuud telecom hoggaanka aragtidiisa,HUMAN,AI
xudduudda dhaxeysa soomaaliya itoobiya billowday ganacsi caabudwaaq deegaanno galgaduud xinlabi faaiido helay furitaanka xudduudda bilood dadku caadi marayaan cali cabdi aadan ganacsade nool caabudwaaq raadiyo ergo sheegay shaqo laaan xoogsato iibiyeyaal cusbo ganacsato faaiidaan ganacsigan cusub leyla cabdi maxamed weriye tirsan raadiyo ergo wareysatay,AI,HUMAN
madaxweynaha jamhuuriyadda federaalka soomaaliya mudane xasan sheekh maxamuud hambalyo diray haweenka soomaaliyeed meel joogaan munaasabadda 8da maarso haween weynaha caalamka madaxweynaha sheegay haweenka soomaaliyeed door ool qaateen horumarka iyagoo safka jirey halgankii xornimadoonka heshiisiinta ummadda nabadeynta saarka horumarka dhinacyadiisa duwan cidna dafiri doorka shariifka haweenka soomaaliyeed xuquuqda haweenkuna caddahay quraanka kariimka sannadkan bishaareynayaa horeysey dhaqan gelin qoondada baarlamaanka boqolkiiba 30 iyagoo heli tixgelin qeybaha duwan adeegyada dowladda bulshada madaxweynaha sheegay bulsho horumar gaarto maarmaan haweenku helaan xuquuqdooda dhameystiran waxbarashada caafimaadka adeegyada muhiimka madaxweyne xasan sheekh maxamuud xusay dowladda soomaaliya buuxda taageersan qaybna ololaha ururka midowga afrika dhimista yareynta hooyooyinka naftooda waaya xiliga dhalmada accelerated reduction of maternal mortality africa carmma adeegyadeenii caafimaad gaarin heerkii rabey horumar taaban qeybihiisa duwan furan xarumo daryeelo haweenka dhallaanka dowladduna dadaal helo adeegyo caafimaad tayo nabadgelyada madaxweynaha sheegay haweenku kaalin wanaagsan qaataan nabadeynta sugidda ammaanka iyagoo qeyb ciidammada duwan qalabka booriyey meesha wadaan shaqeynta taageerada laamaha amniga,HUMAN,AI
abu dhabi 29 haray dambeysta doortay tartamaan abaalmarinta tamarta mustaqbalka zayed abaalmarinta caalamiga imaaraadka carabta hormuudka tamarta waaritaanka xayeysiisyo xubnaha xeerbeegtida qiimeyn gudbinta dambaysta tartamayaasha oktoobar 29 dibna xaflad abaalmarin dhici doonta janaayo 18 2016 todobaadka joogtada abu dhabi sanadlaha dhawaaqo guuleystayaasha dambaysta dr sultan ahmad al jaber wasiiru dowlaha imaaraadka carabta agaasimaha abaalmarinta tamarta mustaqbalka zayed yiri rikoor jabinaya abaalmarinta tamarta mustaqbalka zayed markhaati hoggaanka muujisay imaaraadka carabta raadinta xalalka muddada dheer dabooli caqabadaha cimilada tamarta mustaqbalka kobaca socda xoojinayaa saameynta abaalmarinta dhiirigelinta abaalmarinta halabuurka adduunka abuurista dhaqaale aqooneed xooggan wadaago gaaro habka qiimeyntayadu door muhiim ciyaaraa hubinta abaalmarintu wadi awood siiso ixtiraamo adduunka abaalmarinta tamarta mustaqbalka zayed aasaasay hoggaanka imaaraadka carabta sharfo joogtaynta deegaanka bulshada dhaqaalaha ololeeyay aabihii aasaasay qaranka shaikh zayed bin sultan al nahyan dambeeya qayb galaya labada qaybood shirkadaha weyn ganacsiga yaryar dhexe smes horgeyn xeerbeegtida tixgeliyo dambeeya biiri qaybta ururada faaiido doonka npo guddiga cusub dugsiyada sare caalamiga xulay mashruuc jeediyeen dugsiyadu gobollada afrika ameerika aasiya oceania socda yurub qiimeeyo dhammaadka oktoobar guddiga xulashada bandhigay musharax dambeys guuleysan abaalmarinta guusha nolosha magacyada gaaray marxaladda dambeysa qiimeynta qaybta shirkadaha weyn byd iberdrola infosys shirkadaha yaryar dhexe smes smefunds greenlight planet off grid electric dhawaaqi guuleysteen toddobaadka joogtada abu dhabi janaayo qaybta ururada faaiido doonka npo dambeys kopernik ururka horumarinta snv netherlands solaraid hayadda adeegyada reer miyiga horreeyay guddiga dugsiyada sare caalamiga yimaadaan oktoobar 45 guddigu raacay 14 dambeeya qayb galay dugsiga sare caalamiga dugsiga mfantsipim ghana dugsiga sare sos hg shaikh soomaaliya dugsiga sayniska teknolojiyadda abaarso soomaaliya gaaray dambeysta dugsiga sare manuel picasuti bolivia dugsiga sare farsamada xirfadlayaasha juanacatlán conalep131 mexico institucion educativa gabriel plazas colombia tartamaya dambaysta jeeda aasiya mahindra united world college of india royal college sri lanka korea science academy of kaist bilaabo yurub dambeeya belvedere college ireland schuelerforschungszentrum suedwuerttemberg jarmalka hadlayo oceania dugsiga sare cashmere new zealand dugsiga sare huonville australia xarunta tababarka rural rural vanuatu qiimeyn xeerbeegtida,HUMAN,AI
xidiga spain arsenal santi cazorla sheegay saxiixi heshiis cusub kooxdiisa loosoo bandhigo qandaraaskiisa dhacayaan xagaagaan faraxsan arsenal jeer xiriirinayay dhaqaaqayo atletico madrid cazorla sheegay atletico madrid koox cajiib simeone sameynayo waxoogaa wanaagsan dhihi mustaqbalkiisa arsenal halkan ayaan faraxsanahay saxiixi qandaraas cusub sheegay,AI,HUMAN
bandhigga sannadlaha filimada human rights watch qaban nairobi 1419 noofambar 2016 bandhigi filim dokumentari abaalmarinno helay filimadu hadlayaan caqabadaha dhinacyada bulshada sharciga kulmaan ololeeya xuquuqda aadanaha muwaadiniinta dadaal nafhurnimo sameeya caddaalad heli bandhigyada qaban goobood alliance française de nairobi rift valley institute pawa 254 bandhig kulan suaalo jawaabo gelitaankuna bilaash andrea holley agaasimaha istaraatiijiyadda human rights watch film festival sheegtay bandhigga sanadkan bandhigayo filimo tarjumaya dayaya beddelaan sheekooyinkooda gaarka bulshooyinkooda sheegtay wadaagista sheekooyinkan abuuri faham cusub meel falanqeeyo arrimaha xuquuqda aadanaha eegayo aragtiyo duwan filimada daawan diiradda saarayaan arrimo halganka caddaaladda bulshada afrikaanmareykanka xagjirnimada pakistan socdaalka afrikaanka yurub dagaalka kalitalisnimada nigeria dadaallada koox kenyan adeegsanaysa tiknoolajiyada dijitaalka raadsato caddaalad bandhigaysa cabashooyinka saabsan nidaamka caddaaladda dambiyada bandhigga filimka the black panthers vanguard of the revolution isniin 14 noofambar 2016 645 galabnimo 116 daqiiqo alliance française de nairobi stanley nelson mareykanka 2015 dokumentari bandhigga furi filimka the black panthers vanguard of the revolution dokumentari sheekeynaya taariikhda xisbiga black panther party marayo xusuusaha xubnihii hoggaamiyeyaashii ururka qareenno saxafiyiin aqoonyahanno saraakiil booliis xubno tirsanaa fbida sanadihii 1960meeyadii mareykanka dhaqdhaqaaqyo waaweyn doonayay isbeddel siyaasadeed bulsho dadkii taageersanaa isbeddelkaas aaminsanaayeen nidaam cusub dhisi black panther party ururradii hormuudka dhaqdhaqaaqaas muddo gaaban gudaheed xafladda furitaanka bandhigga bilaaban doonta 615 galabnimo,AI,HUMAN
wargeyska heraldo shaaciyay wariyaha saabsan gabadh brazil yaab liqday taleefankeedii dhakhaatiirta dalkaasi guul hawlgaleen saaraan caloosha dadaallo dheer qaliineed gabadha yiraahdo adriana andrade tiimaadda tiriyaa 19 kedis liqday taleefankeedii wiilkii xidhiidhneed codsaday eego fariimaha hadaladii adriana doonaysay qarsato taleefanku jiraa liqday halis weyn keentay nolosheeda adriana nafsadeed sharraxday goaankaas tiri maleeyey xidhiidhkayagu xumanaayo akhristo waraaqaha taleefankayga taasina geli dhaawac caddaysay goaansatay waddo xidhiidhkaas diyaar garoobaysa badheedho kacdo dambayntiina dhakhaatiirta brazil waxtarsan dhammaystay hawsha adag qaliinka awood yeesheen taleefanka saaro caloosha adriana sidaasna caafimaadkeedii celiyay,AI,HUMAN
ugaas yuusuf ugaas xasan ugaas khaliif ugaas rooble ugaaskii 21aad beesha xawaadle maanta caanoshubay deegaanka daharro ugaas tirsan halgan hiiraan ugaas yuusuf badalaya aabbihii ugaas xasan ugaas khaliif muqdisho geeriyeeday febraayo 2021,HUMAN,AI
nool uk caalamka falcelinaya geerida boqorad elizabeth sameeyay jadwal taxadar qorsheeyay lana xiriira munaasabadaha rasmiga goonni bixi dhimashada boqoradda saameyn weyn yeelan doontaa nololmaalmeedka uk faahfaahinta inteeda xaqiijiyo halkan idinkula wadaageynaa filayo doontaa fasax qaran aaska filayaa qabto westminster abbey 11 gudahood taariikhda xaqiijin qasriga buckingham dhawaaqo fasax qaran xaqiijin qasriga dowladda fasaxa dhawaaqo dugsiyada xirayaa cadda xiri xilligaas waaxda waxbarashada maamullada sameeyay filayaa talo saaraan munaasabado meesha saarayo ciyaaraha qorsheeyay jimcaha baajiyay ciyaaraha horyaalka kubbadda cagta ingiriiska kubbadda cagta waqooyiga ireland kaloo dhigay tartamada baabuurta baaskiillada cayaaraha golfka marxaladda lixaad tartanka baaskiilka britain waday qabto jimcaha ayaan dhici ballanqaadyadii bbcda khamiista jimcaha madaddaallada joojiyay bandhigyada masraxyada uk filayaa socdaan ilaalinayo aamusnaanta halka daqiiqo shaqojoojinta tareennada boostada socon ururka tareennada badda gaadiidka rmt dhawaaqay shaqojoojinta qorsheeyay 15ka 17ka sebtember joojin doonoâ xushmeynayo boqoradda ururka shaqaalaha joojiyay shaqojoojin qorsheeyay sebtembar shaqojoojintii boostada jimcaha joojiyay ururka shaqaalaha isgaarsiinta cwu adeegyo xusuus aaska jimcaha maanta dhici kaniisadda st pauls cathedral kulan xus qeyb galayaan raysul wasaaraha wasiirro sarsare sababtoo boqoraddu dhimatay scotland naxashkeeda geynayaa st giles cathedral edinburgh dadweynaha yaabaa oggolaado maalmo naxashka geyn london halkaas boqollaal kun oggolaan muddo booqdaan westminster hall calanka midowga dejin xarumaha dowladda subaxda dambeysa aaska calanka buuxda celin muddo 24 saacadood billaabanaysa 1da xilliga duhurnimo sabtida calaamadiyaan dhawaaqista boqor charles jimcaha maanta dhawaqa gambaleelka abaalmarin boqoradda gaar westminster abbey st pauls cathedral windsor castle boqoradda sharfi 96 xabbadood xusayo nolosheeda ridi hyde park meelo,HUMAN,AI
shaaha kumannaan qarni horba cabitaan caalamka nool arkayeen waxtar bulshada soomaaliyeedna muddo qarniyo shaaha isticmaali cabitaan dabiici cabbaan martidana dhaweeyaan iyagoo siyaabo duwan kariya cilmibaarisyo muujiyey shaahu qayb qaato xoojinta difaaca jirka yaraynta caabuqyada bararka keena hortagga cudurrada kansarka wadne xanuunka khubarada nafaqada maraykanka caddeeyey shaaha faaiidooyin caafimaad taageeridda koritaanka jirka sheegeen shaaha madow qani macdanta potassium helitaankeeda maalinlaha qaaddo horumarka maskaxda koritaanka jirka,AI,HUMAN
jaamacadda jaamacadda muqdisho ogeysiineysaa ardayda diiwaangelisay barnaamijka tababarka macallinimo kulliyadda waxbarashada imtixaanka oggolaanshaha dhici alle idmo talaadada 22062010 saacadda 0900 subaxnimo imtixaanka qabanayaa xarunta kulliyadda waxbarashada jaamacadda faahfaahin dheeraad xiriir tel 002521858479 002525932454 002521223433 fax 002521216820 email mailto web maxamed xaaji xuseen hiiraan online mailto muqdisho soomaaliya,AI,HUMAN
madaxweynaha koonfur galbeed cabdi casiis xasan maxamed maanta muqdisho kulmay wakiilka qaramada midoobay soomaaliya ambassador james swan xilli socday shirka iskaashiga caalamiga soomaaliya kulanka xaajooday arrimaha amniga dhammaystirka dastuurka hormarinta deegaannada dowlad goboleedka koonfur galbeed madaxweynaha wehlinayey agasimaha madaxtooyada ibraahim cabduqaadir maxamed wakiilka koonfur galbeed unugga deeqaha soomaaliya,AI,HUMAN
